,Title,Post number,Date,Nickname,Link
120,강경젓갈축제 정보,673911,2024.10.17. 19:20,망고팅,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673911&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzkxMSwiaXNzdWVkQXQiOjE3MzI2MDcxMjgzMjcsImNhZmVJZCI6MjEyOTAzNjl9.A5B42TVLTpcadvYcW1cUJqrwfJt2eX1c2kbFR3URf0k&where=search&referrerAllArticles=true
121,강경젓갈축제,673902,2024.10.17. 18:18,하랑,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673902&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzkwMiwiaXNzdWVkQXQiOjE3MzI2MDcxMjgzNDEsImNhZmVJZCI6MjEyOTAzNjl9.b05QIvIWYXR2DJ3zWRaONyGKuhl-1lK_LD1JQiBBVqU&where=search&referrerAllArticles=true
122,강경젓갈 축제 김치 살 곳?,673901,2024.10.17. 18:09,사랑둥이,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673901&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzkwMSwiaXNzdWVkQXQiOjE3MzI2MDcxMjgzNTQsImNhZmVJZCI6MjEyOTAzNjl9.1DghkBjCkxncgLYXqcYeySIYhSuxd5YB9uBCF5T5K6Q&where=search&referrerAllArticles=true
123,강경젓갈축제 사과 맛나네요~,673898,2024.10.17. 17:54,gdjklg,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673898&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3Mzg5OCwiaXNzdWVkQXQiOjE3MzI2MDcxMjgzNjcsImNhZmVJZCI6MjEyOTAzNjl9.hMHd9_fLP7oAaGC-mzhmpZqjAD2lUSNXXxAxMlMy7Jg&where=search&referrerAllArticles=true
124,사과맛집 젓갈축제,673891,2024.10.17. 16:44,죠이,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673891&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3Mzg5MSwiaXNzdWVkQXQiOjE3MzI2MDcxMjgzODEsImNhZmVJZCI6MjEyOTAzNjl9.l7tpJIkIueG8jSpcSITzetManijxmbmN6YM9lHLbcmE&where=search&referrerAllArticles=true
125,강경젓갈 축제,673869,2024.10.17. 13:08,찌이,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673869&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3Mzg2OSwiaXNzdWVkQXQiOjE3MzI2MDcxMjgzOTMsImNhZmVJZCI6MjEyOTAzNjl9.4HJkMsY75xJZo4oo_sjw__ZU-R_TCytYZPeh1vLgOx4&where=search&referrerAllArticles=true
126,젓갈축제,673862,2024.10.17. 12:19,삼남매80,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673862&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3Mzg2MiwiaXNzdWVkQXQiOjE3MzI2MDcxMjg0MDksImNhZmVJZCI6MjEyOTAzNjl9.z4jSkjHa5Y8uwAnZnNJWta0zfkAiLtYpIUWc-6fXAsY&where=search&referrerAllArticles=true
127,강경 젓갈 축제기간 중 비 소식이 있던데..,673802,2024.10.16. 19:17,이젠집밥해먹자,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673802&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzgwMiwiaXNzdWVkQXQiOjE3MzI2MDcxMjg0MjMsImNhZmVJZCI6MjEyOTAzNjl9.f9twnxpMKtq6FL5yGktBP5tb3qCMUPQiAJdt8TuJLRQ&where=search&referrerAllArticles=true
128,[강경젓갈축제]문화누리카드 축제가맹점 안내,673773,2024.10.16. 14:20,용용2다잉,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673773&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3Mzc3MywiaXNzdWVkQXQiOjE3MzI2MDcxMjg0NDAsImNhZmVJZCI6MjEyOTAzNjl9.hydz4XyB_jhGpuOcFbErQiRqiAlRubdKXY4sIFulHjw&where=search&referrerAllArticles=true
129,강경젓갈축제 문화누리카드 이벤트,673767,2024.10.16. 14:08,용용2다잉,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673767&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3Mzc2NywiaXNzdWVkQXQiOjE3MzI2MDcxMjg0NTIsImNhZmVJZCI6MjEyOTAzNjl9.qXNmjIvTPHZKeyecg0k0gm3ENge8LNUSExZOh65fUYw&where=search&referrerAllArticles=true
130,2024 강경젓갈축제 안내(변경사항 포함),673763,2024.10.16. 13:29,논산시 홍보협력실,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673763&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3Mzc2MywiaXNzdWVkQXQiOjE3MzI2MDcxMjg0NjgsImNhZmVJZCI6MjEyOTAzNjl9.Cd8H3TR1aIWgUzlnu0XKqzJufb499ALxxtnStMe36rE&where=search&referrerAllArticles=true
131,젓갈축제 불꽃놀이도 하나요?,673762,2024.10.16. 13:12,룰루랄라뿅,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673762&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3Mzc2MiwiaXNzdWVkQXQiOjE3MzI2MDcxMjg0ODQsImNhZmVJZCI6MjEyOTAzNjl9.sHxXyabTMmm17ptKIPDUjHfucAVHZe8zczT1AE47Rzc&where=search&referrerAllArticles=true
132,??강경젓갈축제(베베핀 해피콘서트)??,673749,2024.10.16. 09:52,물고기,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673749&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3Mzc0OSwiaXNzdWVkQXQiOjE3MzI2MDcxMjg0OTcsImNhZmVJZCI6MjEyOTAzNjl9.CHE2nx7v58KCfyLr62nfgDbrPvUXdRrSBJOATQUQBqQ&where=search&referrerAllArticles=true
133,2024 강경젓갈축제 세부일정 등 안내,673643,2024.10.14. 21:26,논산시 홍보협력실,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673643&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzY0MywiaXNzdWVkQXQiOjE3MzI2MDcxMjg1MTMsImNhZmVJZCI6MjEyOTAzNjl9.0rC_R1X7WhDLhlydjt2PoNGz4yJsVbZsLXjAIt06Jrk&where=search&referrerAllArticles=true
134,"젓갈축제 코요태,박명수 오네요~~ㅎㅎ",673619,2024.10.14. 17:10,시작해,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673619&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzYxOSwiaXNzdWVkQXQiOjE3MzI2MDcxMjg1MzIsImNhZmVJZCI6MjEyOTAzNjl9.ejcrVY77XEv4t-LezeURcKd5Y60aXkuo_pXzMA5TThc&where=search&referrerAllArticles=true
135,2024 강경젓갈축제 홍보 영상,673536,2024.10.13. 16:44,논산시 홍보협력실,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673536&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzUzNiwiaXNzdWVkQXQiOjE3MzI2MDcxMjg1NDYsImNhZmVJZCI6MjEyOTAzNjl9.rLNrOxjGQJaTkURmLqU_xe96OlwpR-zzeLl5A3d76R0&where=search&referrerAllArticles=true
136,2024 강경젓갈축제 안내,673535,2024.10.13. 16:42,논산시 홍보협력실,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673535&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzUzNSwiaXNzdWVkQXQiOjE3MzI2MDcxMjg1NjEsImNhZmVJZCI6MjEyOTAzNjl9.KXNJCgXcAC9hryMoCD8E3ymyfB3JmD-jX_qm3tAn5o0&where=search&referrerAllArticles=true
137,2024강경젓갈축제!베베핀 키즈존 안내,673534,2024.10.13. 16:41,논산시 홍보협력실,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673534&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzUzNCwiaXNzdWVkQXQiOjE3MzI2MDcxMjg1NzMsImNhZmVJZCI6MjEyOTAzNjl9.3RWngvHF6xtSpkXVd4Nc0LViQl75Cp-2F6KPQh3Y6Ws&where=search&referrerAllArticles=true
138,KBS대전 아침마당 영상 안내(2024강경젓갈축제 홍보),673519,2024.10.13. 11:28,논산시 홍보협력실,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673519&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzUxOSwiaXNzdWVkQXQiOjE3MzI2MDcxMjg1OTEsImNhZmVJZCI6MjEyOTAzNjl9.I7hZv8YDSwwOW9s2hHoUCN9kwuyiCTxgQga_m_4BXSY&where=search&referrerAllArticles=true
139,2024 강경젓갈축제 안내,673496,2024.10.12. 21:42,논산시 홍보협력실,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673496&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzQ5NiwiaXNzdWVkQXQiOjE3MzI2MDcxMjg2MDUsImNhZmVJZCI6MjEyOTAzNjl9.VH9dQirDOgINmx-bayemirPZTV6IZwJQAZv80qYOQ60&where=search&referrerAllArticles=true
140,[강경산소금문학관]영원한 청년작가 박범신 토크쇼(10.19.강경젓갈축제기간),673395,2024.10.11. 16:19,우기마미,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673395&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzM5NSwiaXNzdWVkQXQiOjE3MzI2MDcxMjg2MTksImNhZmVJZCI6MjEyOTAzNjl9.gHLUc6auVs_eQMrRDUPB4IUNBlMOj3kAAnGxVkIBNUM&where=search&referrerAllArticles=true
141,"논산시, 강경젓갈축제 대비 식품 안전 관리 강화",673350,2024.10.10. 23:49,논산시 홍보협력실,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673350&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzM1MCwiaXNzdWVkQXQiOjE3MzI2MDcxMjg2MzIsImNhZmVJZCI6MjEyOTAzNjl9.TcIz76BQRFC_S0b1h5wdbJo4wwmud71CLmF9XWjce20&where=search&referrerAllArticles=true
142,강경 젓갈축제,672405,2024.09.29. 15:04,반가워요,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=672405&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MjQwNSwiaXNzdWVkQXQiOjE3MzI2MDcxMjg2NDUsImNhZmVJZCI6MjEyOTAzNjl9.WwDoaNObupHJ-9BfVhkS21VVykDB7rwnciyyc_Xjpko&where=search&referrerAllArticles=true
143,"""논산 특산물로 신메뉴 개발"" 강경젓갈축제서 맛보세요",672314,2024.09.27. 22:59,논산시 홍보협력실,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=672314&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MjMxNCwiaXNzdWVkQXQiOjE3MzI2MDcxMjg2NTksImNhZmVJZCI6MjEyOTAzNjl9.S4Y4evGN45wdW43v653XDd-qUncjUXdSnXN040rQPIw&where=search&referrerAllArticles=true
144,젓갈축제 애들이랑 가시나요?,670405,2024.09.04. 13:41,논산이사,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=670405&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MDQwNSwiaXNzdWVkQXQiOjE3MzI2MDcxMjg2NzIsImNhZmVJZCI6MjEyOTAzNjl9.khpYjG9pXz8qtei4ml_LuIVkH3bPfRhlZs9ylmu9fqA&where=search&referrerAllArticles=true
145,2024 강경젓갈축제 강경젓갈·상월고구마 캐릭터 디자인 공모전 개최 안내,662266,2024.05.30. 11:44,관광축제팀,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=662266&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY2MjI2NiwiaXNzdWVkQXQiOjE3MzI2MDcxMjg2ODcsImNhZmVJZCI6MjEyOTAzNjl9.d7xEtTzzduZYP-Ix-WqCr7p-Z72O3JR6IHgsKhkdDB4&where=search&referrerAllArticles=true
146,강경젓갈축제 떡갈비,641483,2023.10.22. 20:31,뚱심이,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641483&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTQ4MywiaXNzdWVkQXQiOjE3MzI2MDcxMjg3MDEsImNhZmVJZCI6MjEyOTAzNjl9.LbYDB3Il4t0Y1M_B8OilgUs316ToFpjAVGe_DW4HPE8&where=search&referrerAllArticles=true
147,젓갈축제 불꽃놀이 몇시에요?,641480,2023.10.22. 20:05,가을가을,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641480&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTQ4MCwiaXNzdWVkQXQiOjE3MzI2MDcxMjg3MTUsImNhZmVJZCI6MjEyOTAzNjl9.8p5fPLAwIYvGmfeMmomEWZ7vThn62w2miT-1YJKYYeY&where=search&referrerAllArticles=true
148,젓갈축제 순환버스 첫번제 타는곳 첫차 아직 안오네요.,641425,2023.10.22. 09:40,natural,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641425&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTQyNSwiaXNzdWVkQXQiOjE3MzI2MDcxMjg3MjgsImNhZmVJZCI6MjEyOTAzNjl9.AiiQGw9RDZO95sjWlpTnpr6Ky1oaPjynotalZo1IJrY&where=search&referrerAllArticles=true
149,젓갈축제 열기구,641424,2023.10.22. 09:37,호롤룰룰,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641424&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTQyNCwiaXNzdWVkQXQiOjE3MzI2MDcxMjg3NDIsImNhZmVJZCI6MjEyOTAzNjl9.xuh2bnL7IiDKycWNKwDe35FoiQHqoyyZXFGsbND1Urs&where=search&referrerAllArticles=true
